filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year
PMID 32997907 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,4.0,10.0,14.0,16.0,18.0,1.5,21.0,0.0,-2.0,-5.0,-5.0,-3.0,0.0,0.0,32997907.0,2020.0
PMID 33010094 CT_Summary_SoE.pdf,1.0,0.0,1.0,3.0,4.0,6.0,0.5,60.0,1.0,0.0,1.0,3.0,4.0,6.0,0.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33010094.0,2020.0
PMID 33021870 a_Summary_SoE.pdf,1.0,4.0,7.0,11.0,14.0,18.0,1.5,28.0,1.0,4.0,7.0,11.0,14.0,18.0,1.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33021870.0,2020.0
PMID 33026938 CT_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33026938.0,2020.0
PMID 33044684 CT_Summary_SoE.pdf,1.0,4.0,5.0,6.0,7.0,7.0,0.5833333333333334,7.0,1.0,4.0,5.0,6.0,7.0,7.0,0.5833333333333334,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33044684.0,2020.0
PMID 33078978 a_Summary_SoE.pdf,2.0,9.0,23.0,35.0,37.0,38.0,3.1666666666666665,21.0,2.0,5.0,13.0,21.5,23.0,24.0,2.0,21.0,0.0,4.0,10.0,13.5,14.0,14.0,1.1666666666666665,33078978.0,2020.0
PMID 33129376 a_Summary_SoE.pdf,2.0,7.0,18.0,34.0,44.0,56.0,4.666666666666667,21.0,2.0,7.0,18.0,34.0,44.0,56.0,4.666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33129376.0,2020.0
PMID 33186740 a_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33186740.0,2021.0
PMID 33189178 a_Summary_SoE.pdf,2.0,6.0,14.0,25.0,36.0,47.0,3.9166666666666665,35.0,2.0,9.0,20.0,36.0,47.0,59.0,4.916666666666667,21.0,0.0,-3.0,-6.0,-11.0,-11.0,-12.0,-1.0000000000000004,33189178.0,2020.0
PMID 33194700 CT a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33194700.0,2020.0
PMID 33197226 a_Summary_SoE.pdf,2.0,3.0,7.0,14.0,20.0,27.0,2.25,14.0,2.0,3.0,7.0,12.0,16.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,2.0,4.0,7.0,0.5833333333333333,33197226.0,2021.0
PMID 33207094 a_Summary_SoE.pdf,1.0,4.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,1.0,4.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33207094.0,2020.0
PMID 33231285 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33231285.0,2021.0
PMID 33278935 a_Summary_SoE.pdf,2.0,4.0,10.0,21.0,30.0,42.0,3.5,28.0,2.0,4.0,10.0,21.0,30.0,42.0,3.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33278935.0,2020.0
PMID 33357420 CT_Summary_SoE.pdf,2.0,2.0,6.0,15.0,23.0,28.0,2.3333333333333335,21.0,2.0,2.0,6.0,15.0,23.0,28.0,2.3333333333333335,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33357420.0,2021.0
PMID 33369355 a_Summary_SoE.pdf,1.0,5.0,11.0,17.0,24.0,31.0,2.5833333333333335,28.0,1.0,5.0,11.0,17.0,24.0,31.0,2.5833333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33369355.0,2020.0
PMID 33476593 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33476593.0,2021.0
PMID 33480963 a_Summary_SoE.pdf,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33480963.0,2021.0
PMID 33485464 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,42.0,2.0,2.0,5.0,9.0,12.0,15.0,1.25,21.0,0.0,1.0,2.0,4.0,8.0,12.0,1.0,33485464.0,2021.0
PMID 33513313 a_Summary_SoE.pdf,1.0,2.0,8.0,12.0,16.0,21.0,1.75,21.0,1.0,2.0,8.0,12.0,16.0,21.0,1.75,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33513313.0,2021.0
PMID 33539945 CT_Summary_SoE.pdf,1.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,1.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33539945.0,2021.0
PMID 33555926 a_Summary_SoE.pdf,1.0,5.0,10.0,16.0,20.0,24.0,2.0,14.0,1.0,5.0,9.0,15.0,17.0,17.0,1.4166666666666667,14.0,0.0,0.0,1.0,1.0,3.0,7.0,0.5833333333333333,33555926.0,2021.0
PMID 33577358 a_Summary_SoE.pdf,1.0,4.0,9.0,15.0,22.0,29.0,2.4166666666666665,28.0,1.0,4.0,9.0,15.0,22.0,29.0,2.4166666666666665,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33577358.0,2021.0
PMID 33577729 a_Summary_SoE.pdf,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,2.0,2.0,6.0,10.0,15.0,20.0,1.6666666666666667,21.0,0.0,2.0,4.0,10.0,15.0,20.0,1.6666666666666667,33577729.0,2021.0
PMID 33616314 a_Summary_SoE.pdf,2.0,3.0,8.0,14.0,19.0,26.0,2.1666666666666665,21.0,2.0,3.0,8.0,14.0,19.0,26.0,2.1666666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33616314.0,2021.0
PMID 33621109 a_Summary_SoE.pdf,2.0,5.0,12.0,16.0,17.0,18.0,1.5,21.0,2.0,5.0,12.0,16.0,17.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33621109.0,2021.0
PMID 33631112 CT_Summary_SoE.pdf,1.0,5.0,7.0,9.0,10.0,12.0,1.0,28.0,1.0,4.0,6.0,8.0,9.0,10.0,0.8333333333333334,28.0,0.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666663,33631112.0,2021.0
PMID 33651090 a_Summary_SoE.pdf,2.0,8.0,37.0,39.0,40.0,41.0,3.4166666666666665,35.0,2.0,8.0,29.0,32.0,33.0,35.0,2.9166666666666665,28.0,0.0,0.0,8.0,7.0,7.0,6.0,0.5,33651090.0,2021.0
PMID 33651091 a_Summary_SoE.pdf,1.0,9.0,11.0,12.0,13.0,14.0,1.1666666666666667,28.0,1.0,8.0,10.0,11.0,12.0,13.0,1.0833333333333333,28.0,0.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333348,33651091.0,2021.0
PMID 33657295 a_Summary_SoE.pdf,2.0,2.0,5.0,11.0,18.0,25.0,2.0833333333333335,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,42.0,0.0,0.0,0.0,2.0,5.0,7.0,0.5833333333333335,33657295.0,2021.0
PMID 33667670 CT_Summary_SoE.pdf,2.0,6.0,13.0,22.0,30.0,41.0,3.4166666666666665,21.0,2.0,7.0,15.0,28.0,41.0,56.0,4.666666666666667,28.0,0.0,-1.0,-2.0,-6.0,-11.0,-15.0,-1.2500000000000004,33667670.0,2021.0
PMID 33676601 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33676601.0,2021.0
PMID 33683919 a_Summary_SoE.pdf,2.0,4.0,9.0,15.0,22.0,29.0,2.4166666666666665,14.0,2.0,5.0,10.0,16.0,23.0,30.0,2.5,14.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08333333333333348,33683919.0,2021.0
PMID 33721560 CT_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,1.0,3.0,5.0,7.0,10.0,0.8333333333333334,21.0,0.0,1.0,2.0,4.0,6.0,8.0,0.6666666666666666,33721560.0,2021.0
PMID 33739848 a_Summary_SoE.pdf,2.0,22.0,26.0,27.0,27.0,28.0,2.3333333333333335,1.0,2.0,22.0,26.0,27.0,27.0,28.0,2.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33739848.0,2021.0
PMID 33764805 a_Summary_SoE.pdf,2.0,5.0,11.0,17.0,24.0,30.0,2.5,28.0,2.0,5.0,11.0,17.0,24.0,30.0,2.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33764805.0,2021.0
PMID 33789008 a_Summary_SoE.pdf,1.0,3.0,7.0,11.0,14.0,18.0,1.5,14.0,1.0,3.0,7.0,11.0,14.0,18.0,1.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33789008.0,2021.0
PMID 33792623a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,10.0,12.0,14.0,1.1666666666666667,21.0,0.0,0.0,0.0,-1.0,1.0,4.0,0.33333333333333326,33792623.0,2021.0
PMID 33793299 a_Summary_SoE.pdf,1.0,3.0,6.0,9.0,12.0,15.0,1.25,28.0,1.0,3.0,6.0,9.0,12.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33793299.0,2021.0
PMID 33794205 CT_Summary_SoE.pdf,1.0,18.0,37.0,44.0,50.0,57.0,4.75,28.0,1.0,18.0,37.0,44.0,50.0,57.0,4.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33794205.0,2021.0
PMID 33821899a_Summary_SoE.pdf,2.0,3.0,7.0,8.0,9.0,10.0,0.8333333333333334,14.0,2.0,3.0,7.0,9.0,10.0,11.0,0.9166666666666666,14.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.08333333333333326,33821899.0,2021.0
PMID 33848462 CT_Summary_SoE.pdf,3.0,6.0,12.0,22.0,32.0,42.0,3.5,28.0,3.0,6.0,12.0,22.0,32.0,42.0,3.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33848462.0,2021.0
PMID 33882206 a_Summary_SoE.pdf,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33882206.0,2021.0
PMID 33891472 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33891472.0,2021.0
PMID 33914256 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,19.0,1.5833333333333333,21.0,2.0,2.0,5.0,9.0,13.0,19.0,1.5833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33914256.0,2021.0
PMID 33971141 CT_Summary_SoE.pdf,1.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,1.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33971141.0,2021.0
PMID 33989025 a_Summary_SoE.pdf,2.0,4.0,9.0,15.0,19.0,24.0,2.0,21.0,2.0,4.0,9.0,15.0,19.0,24.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33989025.0,2021.0
PMID 34048947 a_Summary_SoE.pdf,1.0,4.0,9.0,15.0,19.0,24.0,2.0,21.0,1.0,4.0,9.0,15.0,19.0,24.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34048947.0,2021.0
PMID 34051178a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,4.0,9.0,14.0,16.0,17.0,1.4166666666666667,21.0,0.0,-2.0,-4.0,-5.0,-3.0,1.0,0.08333333333333326,34051178.0,2021.0
PMID 34077643 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34077643.0,2021.0
PMID 34087126 a_Summary_SoE.pdf,1.0,5.0,11.0,17.0,20.0,24.0,2.0,28.0,1.0,5.0,11.0,17.0,20.0,24.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34087126.0,2021.0
PMID 34092112 a_Summary_SoE.pdf,2.0,2.0,5.0,6.0,7.0,8.0,0.6666666666666666,21.0,2.0,0.0,1.0,2.0,3.0,4.0,0.3333333333333333,21.0,0.0,2.0,4.0,4.0,4.0,4.0,0.3333333333333333,34092112.0,2021.0
PMID 34102137 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,6.0,14.0,26.0,40.0,52.0,4.333333333333333,14.0,0.0,-4.0,-9.0,-17.0,-27.0,-34.0,-2.833333333333333,34102137.0,2021.0
PMID 34110925 a_Summary_SoE.pdf,2.0,20.0,35.0,41.0,51.0,59.0,4.916666666666667,42.0,2.0,20.0,35.0,41.0,51.0,59.0,4.916666666666667,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34110925.0,2021.0
PMID 34133211 a_Summary_SoE.pdf,2.0,2.0,6.0,8.0,11.0,14.0,1.1666666666666667,21.0,2.0,2.0,4.0,6.0,9.0,11.0,0.9166666666666666,42.0,0.0,0.0,2.0,2.0,2.0,3.0,0.2500000000000001,34133211.0,2021.0
PMID 34134469 CT_Summary_SoE.pdf,1.0,2.0,6.0,10.0,12.0,13.0,1.0833333333333333,21.0,1.0,2.0,6.0,10.0,12.0,13.0,1.0833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34134469.0,2022.0
PMID 34143970 CT_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,1.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34143970.0,2021.0
PMID 34161051 a_Summary_SoE.pdf,2.0,5.0,10.0,16.0,23.0,24.0,2.0,42.0,2.0,5.0,10.0,16.0,23.0,24.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34161051.0,2021.0
PMID 34170389 CT_Summary_SoE.pdf,2.0,18.0,33.0,51.0,64.0,78.0,6.5,7.0,2.0,15.5,32.5,49.5,66.0,79.5,6.625,7.0,0.0,2.5,0.5,1.5,-2.0,-1.5,-0.125,34170389.0,2021.0
PMID 34197181 a_Summary_SoE.pdf,2.0,5.0,29.0,52.0,52.0,53.0,4.416666666666667,21.0,2.0,2.0,24.0,47.0,47.0,48.0,4.0,28.0,0.0,3.0,5.0,5.0,5.0,5.0,0.41666666666666696,34197181.0,2021.0
PMID 34219000 a_Summary_SoE.pdf,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34219000.0,2021.0
PMID 34237250 a_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34237250.0,2021.0
PMID 34246347 CT_Summary_SoE.pdf,2.0,5.0,9.0,12.0,15.0,19.0,1.5833333333333333,28.0,2.0,5.0,9.0,12.0,15.0,19.0,1.5833333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34246347.0,2021.0
PMID 34264305 a_Summary_SoE.pdf,1.0,0.0,1.0,2.0,2.0,3.0,0.25,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34264305.0,2021.0
PMID 34264316 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34264316.0,2021.0
PMID 34264503 CT_Summary_SoE.pdf,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34264503.0,2021.0
PMID 34309665 a_Summary_SoE.pdf,2.0,8.0,21.0,39.0,43.0,48.0,4.0,14.0,2.0,7.0,15.0,27.0,31.0,36.0,3.0,14.0,0.0,1.0,6.0,12.0,12.0,12.0,1.0,34309665.0,2021.0
PMID 34320285 a_Summary_SoE.pdf,1.0,0.0,0.0,1.0,1.0,2.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34320285.0,2021.0
PMID 34341578 CT_Summary_SoE.pdf,2.0,4.0,9.0,15.0,19.0,24.0,2.0,21.0,2.0,4.0,9.0,15.0,19.0,24.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34341578.0,2021.0
PMID 34343033 a_Summary_SoE.pdf,1.0,3.0,6.0,8.0,9.0,11.0,0.9166666666666666,28.0,1.0,3.0,6.0,8.0,9.0,11.0,0.9166666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34343033.0,2021.0
PMID 34357781 a_Summary_SoE.pdf,1.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,1.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34357781.0,2021.0
PMID 34363762 CT_Summary_SoE.pdf,1.0,5.0,13.0,22.0,29.0,36.0,3.0,21.0,1.0,5.0,13.0,20.0,22.0,24.0,2.0,21.0,0.0,0.0,0.0,2.0,7.0,12.0,1.0,34363762.0,2021.0
PMID 34383006a_Summary_SoE.pdf,2.0,15.0,16.0,17.0,18.0,19.0,1.5833333333333333,21.0,2.0,21.0,31.0,32.0,33.0,34.0,2.8333333333333335,42.0,0.0,-6.0,-15.0,-15.0,-15.0,-15.0,-1.2500000000000002,34383006.0,2021.0
PMID 34407342 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34407342.0,2021.0
PMID 34407542 a_Summary_SoE.pdf,1.0,3.0,7.0,11.0,14.0,18.0,1.5,7.0,1.0,3.0,7.0,11.0,14.0,18.0,1.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34407542.0,2021.0
PMID 34418665 CT_Summary_SoE.pdf,1.0,13.0,33.0,50.0,63.0,77.0,6.416666666666667,21.0,1.0,10.0,25.0,31.0,33.0,36.0,3.0,21.0,0.0,3.0,8.0,19.0,30.0,41.0,3.416666666666667,34418665.0,2021.0
PMID 34454674 a_Summary_SoE.pdf,1.0,4.0,10.0,18.0,26.0,36.0,3.0,21.0,1.0,4.0,10.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34454674.0,2021.0
PMID 34459214 CT_Summary_SoE.pdf,1.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,1.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34459214.0,2021.0
PMID 34534429 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34534429.0,2021.0
PMID 34600602 a_Summary_SoE.pdf,2.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34600602.0,2021.0
PMID 34652968 a_Summary_SoE.pdf,2.0,13.0,30.0,61.0,83.0,84.0,7.0,14.0,2.0,10.0,26.0,50.0,66.0,67.0,5.583333333333333,14.0,0.0,3.0,4.0,11.0,17.0,17.0,1.416666666666667,34652968.0,2021.0
PMID 34661177 CT_Summary_SoE.pdf,1.0,5.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,1.0,5.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34661177.0,2021.0
PMID 34808255 CT_Summary_SoE.pdf,2.0,22.0,35.0,36.0,36.0,36.0,3.0,7.0,2.0,22.0,35.0,36.0,36.0,36.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34808255.0,2022.0
PMID 34855460 a_Summary_SoE.pdf,2.0,11.0,18.0,20.0,21.0,22.0,1.8333333333333333,0.0,2.0,13.0,19.0,22.0,23.0,24.0,2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,-0.16666666666666674,34855460.0,2022.0
PMID 34874182 a_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34874182.0,2022.0
PMID 34882169 a_Summary_SoE.pdf,2.0,1.0,2.0,2.0,2.0,2.0,0.16666666666666666,28.0,2.0,1.0,2.0,2.0,2.0,2.0,0.16666666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34882169.0,2022.0
PMID 34890060 CT_Summary_SoE.pdf,2.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34890060.0,2022.0
PMID 34890214 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,17.0,21.0,26.0,2.1666666666666665,21.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-0.6666666666666665,34890214.0,2022.0
PMID 34891224 a_Summary_SoE.pdf,2.0,12.0,13.0,15.0,16.0,17.0,1.4166666666666667,0.0,2.0,6.0,33.0,35.0,36.0,37.0,3.0833333333333335,21.0,0.0,6.0,-20.0,-20.0,-20.0,-20.0,-1.6666666666666667,34891224.0,2022.0
PMID 34914339 a_Summary_SoE.pdf,3.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,3.0,1.0,2.0,3.0,4.0,5.0,0.4166666666666667,90.0,0.0,1.0,3.0,4.0,4.0,4.0,0.3333333333333333,34914339.0,2021.0
PMID 34914889 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34914889.0,2022.0
PMID 34967844 a_Summary_SoE.pdf,2.0,3.0,9.0,14.0,15.0,16.0,1.3333333333333333,21.0,1.0,2.0,6.0,8.0,9.0,10.0,0.8333333333333334,21.0,1.0,1.0,3.0,6.0,6.0,6.0,0.4999999999999999,34967844.0,2022.0
PMID 34997889 CT_Summary_SoE.pdf,3.0,7.0,21.0,32.0,33.0,33.0,2.75,28.0,,,,,,,,,,,,,,,,34997889.0,2022.0
PMID 35007153 a_Summary_SoE.pdf,2.0,5.0,13.0,18.0,19.0,20.0,1.6666666666666667,21.0,2.0,9.0,23.0,30.0,31.0,32.0,2.6666666666666665,21.0,0.0,-4.0,-10.0,-12.0,-12.0,-12.0,-0.9999999999999998,35007153.0,2022.0
PMID 35013615 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35013615.0,2022.0
PMID 35030011 a_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35030011.0,2022.0
PMID 35032434 a_Summary_SoE.pdf,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35032434.0,2022.0
PMID 35038433 CT_Summary_SoE.pdf,3.0,20.0,31.0,34.0,38.0,43.0,3.5833333333333335,21.0,3.0,20.0,30.0,30.0,32.0,33.0,2.75,7.0,0.0,0.0,1.0,4.0,6.0,10.0,0.8333333333333335,35038433.0,2022.0
PMID 35045221 a_Summary_SoE.pdf,2.0,3.0,8.0,13.0,18.0,23.0,1.9166666666666667,21.0,2.0,4.0,11.0,23.0,34.0,46.0,3.8333333333333335,28.0,0.0,-1.0,-3.0,-10.0,-16.0,-23.0,-1.9166666666666667,35045221.0,2022.0
PMID 35108470 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,7.0,20.0,35.0,50.0,66.0,5.5,28.0,0.0,-4.0,-13.0,-22.0,-30.0,-39.0,-3.25,35108470.0,2022.0
PMID 35142815 a_Summary_SoE.pdf,3.0,2.0,7.0,16.0,20.0,24.0,2.0,21.0,3.0,2.0,7.0,16.0,20.0,24.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35142815.0,2022.0
PMID 35179323 a_Summary_SoE.pdf,2.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,2.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35179323.0,2022.0
PMID 35192411 a_Summary_SoE.pdf,1.0,4.0,8.0,9.0,9.0,10.0,0.8333333333333334,0.0,1.0,4.0,8.0,9.0,9.0,10.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35192411.0,2022.0
PMID 35213496 CT_Summary_SoE.pdf,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,0.0,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35213496.0,2022.0
PMID 35240074a_Summary_SoE.pdf,1.0,7.0,17.0,30.0,42.0,57.0,4.75,28.0,1.0,7.0,17.0,30.0,42.0,57.0,4.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35240074.0,2022.0
