filename,nct,pos_idx,arm_name,tt_12mo,original_label,ctgov_label,ctgov_type,ctgov_label_text,confidence,match_status,n_pipeline_arms,n_ctgov_arms,label_flipped
PMID 23358971 a_Summary_SoE.pdf,NCT00066573,0,Arm 2: Exemestane + Placebo,5.0,control,control,,,0.0,count_mismatch_leftover,4,2,False
PMID 23358971 a_Summary_SoE.pdf,NCT00066573,1,Arm 4: Anastrozole + Placebo,5.0,control,control,,,0.0,count_mismatch_leftover,4,2,False
PMID 23358971 a_Summary_SoE.pdf,NCT00066573,0,Arm 1: Exemestane + Celecoxib,5.0,intervention,intervention,EXPERIMENTAL,Exemestane,0.55,count_mismatch,4,2,False
PMID 23358971 a_Summary_SoE.pdf,NCT00066573,1,Arm 3: Anastrozole + Celecoxib,5.0,intervention,control,ACTIVE_COMPARATOR,Anastrozole,0.55,count_mismatch,4,2,True
PMID 23358972_Summary_SoE.pdf,NCT00457691,0,Arm B (FOLFIRI + Placebo),29.0,control,control,PLACEBO_COMPARATOR,2,0.5,confident_2arm,2,2,False
PMID 23358972_Summary_SoE.pdf,NCT00457691,0,Arm A (FOLFIRI + sunitinib),29.0,intervention,intervention,EXPERIMENTAL,1,0.5,confident_2arm,2,2,False
PMID 23460714 a_Summary_SoE.pdf,NCT00088907,0,Arm A (Docetaxel + Placebo),40.0,control,control,ACTIVE_COMPARATOR,Arm I (docetaxel and placebo),1.0,confident_2arm,2,2,False
PMID 23460714 a_Summary_SoE.pdf,NCT00088907,0,Arm B (Docetaxel + ZD1839),40.0,intervention,intervention,EXPERIMENTAL,Arm II (docetaxel and gefitinib),0.5,confident_2arm,2,2,False
PMID 23478059 a_Summary_SoE.pdf,NCT00418574,0,Arm B (Placebo),15.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 23478059 a_Summary_SoE.pdf,NCT00418574,0,Arm A (Abagovomab),15.0,intervention,intervention,EXPERIMENTAL,Abagovomab,0.7,confident_2arm,2,2,False
PMID 23509322 a_Summary_SoE.pdf,NCT00281658,0,Paclitaxel + Placebo,22.0,control,control,ACTIVE_COMPARATOR,Paclitaxel and Placebo (Blinded),0.6,count_mismatch,3,4,False
PMID 23509322 a_Summary_SoE.pdf,NCT00281658,0,Paclitaxel + Lapatinib,22.0,intervention,intervention,EXPERIMENTAL,Paclitaxel and Lapatinib (Blinded),0.4,count_mismatch,3,4,False
PMID 23509322 a_Summary_SoE.pdf,NCT00281658,1,Arm A (Lapatinib + Paclitaxel),22.0,intervention,intervention,OTHER,Open Label - Combination Therapy (Extension Phase),0.0,count_mismatch,3,4,False
PMID 23569308 a_Summary_SoE.pdf,NCT00617669,0,Arm B (Placebo + Docetaxel),21.0,control,control,ACTIVE_COMPARATOR,Placebo + Docetaxel,1.0,confident_2arm,2,2,False
PMID 23569308 a_Summary_SoE.pdf,NCT00617669,0,Arm A (Zibotentan + Docetaxel),21.0,intervention,intervention,EXPERIMENTAL,ZD4054 + Docetaxel,0.6,confident_2arm,2,2,False
PMID 23690416 a_Summary_SoE.pdf,NCT00499109,0,Arm B (Standard Gemcitabine/Carboplatin),17.0,control,control,ACTIVE_COMPARATOR,C. Standard of Care Control Arm,1.0,confident_2arm,2,2,False
PMID 23690416 a_Summary_SoE.pdf,NCT00499109,0,Arm A (Personalized Chemotherapy based on RRM1/ERCC1),21.0,intervention,intervention,EXPERIMENTAL,E. Dual Agent Chemotherapy,0.5,confident_2arm,2,2,False
PMID 23724913 a_Summary_SoE.pdf,NCT00932893,0,Arm B (Standard of Care Chemotherapy),19.0,control,intervention,EXPERIMENTAL,PF-02341066,0.5,confident_2arm,2,2,True
PMID 23724913 a_Summary_SoE.pdf,NCT00932893,0,Arm A (PF-02341066),19.0,intervention,control,ACTIVE_COMPARATOR,Pemetrexed or Docetaxel,0.5,confident_2arm,2,2,True
PMID 23733756 a_Summary_SoE.pdf,NCT00775645,0,Placebo + Taxane,15.0,control,control,PLACEBO_COMPARATOR,Arm II,0.833,confident_2arm,2,2,False
PMID 23733756 a_Summary_SoE.pdf,NCT00775645,0,Acetyl-L-Carnitine + Taxane,15.0,intervention,intervention,EXPERIMENTAL,Arm I,0.5,confident_2arm,2,2,False
PMID 23733779 a_Summary_SoE.pdf,NCT00129389,0,Arm A (6 cycles of FAC),9.0,control,control,ACTIVE_COMPARATOR,Arm A: FAC,0.5,confident_2arm,2,2,False
PMID 23733779 a_Summary_SoE.pdf,NCT00129389,0,Arm B (4 cycles of FAC followed by 8 weekly Taxol),15.0,intervention,intervention,EXPERIMENTAL,Arm B: FAC-wP,0.5,confident_2arm,2,2,False
PMID 23816960 a_Summary_SoE.pdf,NCT00949650,0,Arm B (Pemetrexed/Cisplatin),20.0,control,control,ACTIVE_COMPARATOR,Cisplatin/Pemetrexed,1.0,confident_2arm,2,2,False
PMID 23816960 a_Summary_SoE.pdf,NCT00949650,0,Arm A (Afatinib),20.0,intervention,intervention,EXPERIMENTAL,BIBW 2992,0.5,confident_2arm,2,2,False
PMID 23835708 a_Summary_SoE.pdf,NCT00961415,0,Arm A (Bevacizumab Maintenance),18.0,control,intervention,EXPERIMENTAL,Part 2A,0.4,count_mismatch,2,3,True
PMID 23835708 a_Summary_SoE.pdf,NCT00961415,0,Arm B (Bevacizumab + Pemetrexed Maintenance),18.0,intervention,control,ACTIVE_COMPARATOR,Part 2B,0.55,count_mismatch,2,3,True
PMID 23857972 a_Summary_SoE.pdf,NCT00435409,0,Arm B (Capecitabine Monotherapy),20.0,control,control,ACTIVE_COMPARATOR,B,1.0,confident_2arm,2,2,False
PMID 23857972 a_Summary_SoE.pdf,NCT00435409,0,Arm A (Sunitinib + Capecitabine),20.0,intervention,intervention,EXPERIMENTAL,A,1.0,confident_2arm,2,2,False
PMID 23863050 a_Summary_SoE.pdf,NCT00699751,0,Placebo + Best Standard of Care,11.0,control,control,PLACEBO_COMPARATOR,Placebo,0.857,confident_2arm,2,2,False
PMID 23863050 a_Summary_SoE.pdf,NCT00699751,0,Alpharadin (Radium-223 chloride) + Best Standard of Care,11.0,intervention,intervention,EXPERIMENTAL,"Radium-223 dichloride (Xofigo, BAY88-8223)",0.5,confident_2arm,2,2,False
PMID 23940216 a_Summary_SoE.pdf,NCT00777153,0,Arm C (Lomustine + Placebo),22.0,control,control,ACTIVE_COMPARATOR,Lomustine and Placebo Cediranib,0.667,confident,3,3,False
PMID 23940216 a_Summary_SoE.pdf,NCT00777153,0,Arm A (Cediranib 30 mg Monotherapy),22.0,intervention,intervention,EXPERIMENTAL,Cediranib 30mg,0.75,confident,3,3,False
PMID 23940216 a_Summary_SoE.pdf,NCT00777153,1,Arm B (Cediranib 20 mg + Lomustine),22.0,intervention,intervention,OTHER,Cediranib 20mg + lomustine,0.5,uncertain,3,3,False
PMID 23940225 a_Summary_SoE.pdf,NCT00093795,0,Group 1 (TAC),11.0,control,control,ACTIVE_COMPARATOR,Group 1: TAC X 6,0.1,uncertain,3,3,False
PMID 23940225 a_Summary_SoE.pdf,NCT00093795,0,Group 2 (DD AC -> P),13.0,intervention,control,ACTIVE_COMPARATOR,Group 2: AC X 4 then P X 4,0.0,uncertain,3,3,True
PMID 23940225 a_Summary_SoE.pdf,NCT00093795,1,Group 3 (DD AC -> PG),13.0,intervention,intervention,EXPERIMENTAL,Group 3: AC X 4 then PG X 4,0.0,uncertain,3,3,False
PMID 23960180 a_Summary_SoE.pdf,NCT01144364,0,Arm B (No further therapy/Observation),27.0,control,control,,,0.0,count_mismatch_leftover,2,1,False
PMID 23960180 a_Summary_SoE.pdf,NCT01144364,0,Arm A (Maintenance Rituximab),29.0,intervention,intervention,EXPERIMENTAL,1,0.3,count_mismatch,2,1,False
PMID 23980091 a_Summary_SoE.pdf,NCT00049543,0,Arm 2 - Placebo,5.0,control,control,PLACEBO_COMPARATOR,Arm II (placebo),0.625,confident_2arm,2,2,False
PMID 23980091 a_Summary_SoE.pdf,NCT00049543,0,Arm 1 - ZD1839 (IRESSA),5.0,intervention,intervention,EXPERIMENTAL,Arm I (gefitinib),0.5,confident_2arm,2,2,False
PMID 24043745 a_Summary_SoE.pdf,NCT00879333,0,Arm B (Placebo + Best Supportive Care),19.0,control,control,PLACEBO_COMPARATOR,Placebo + BSC,0.636,confident_2arm,2,2,False
PMID 24043745 a_Summary_SoE.pdf,NCT00879333,0,Arm A (Everolimus (RAD001) + Best Supportive Care),19.0,intervention,intervention,EXPERIMENTAL,Everolimus + BSC,0.714,confident_2arm,2,2,False
PMID 24081940 a_Summary_SoE.pdf,NCT00354432,0,Arm D (Casein protein powder + Placebo pill),1.0,control,control,ACTIVE_COMPARATOR,Arm I - Placebo,0.778,confident,4,4,False
PMID 24081940 a_Summary_SoE.pdf,NCT00354432,0,Arm A (Soy protein powder + Placebo pill),1.0,intervention,control,ACTIVE_COMPARATOR,Arm II - Soy,0.9,confident,4,4,True
PMID 24081940 a_Summary_SoE.pdf,NCT00354432,1,Arm B (Casein protein powder + Effexor XR),1.0,intervention,intervention,EXPERIMENTAL,Arm III - Venlafaxine,0.1,uncertain,4,4,False
PMID 24081940 a_Summary_SoE.pdf,NCT00354432,2,Arm C (Soy protein powder + Effexor XR),1.0,intervention,control,PLACEBO_COMPARATOR,Arm IV - Soy + Venlafaxine,0.2,uncertain,4,4,True
PMID 24101040 a_Summary_SoE.pdf,NCT00304031,0,Arm 1 (Standard Arm: RT + TMZ 5/28),54.0,control,intervention,OTHER,No adjuvant TMZ (not randomized ),0.0,count_mismatch,2,3,True
PMID 24101040 a_Summary_SoE.pdf,NCT00304031,0,Arm 2 (Experimental Arm: RT + TMZ 21/28),63.0,intervention,intervention,EXPERIMENTAL,Dose-dense adjuvant TMZ,0.0,count_mismatch,2,3,False
PMID 24101054 a_Summary_SoE.pdf,NCT00257608,0,Arm 1 (Bevacizumab + Erlotinib-placebo),19.0,control,control,PLACEBO_COMPARATOR,2,0.727,confident_2arm,2,2,False
PMID 24101054 a_Summary_SoE.pdf,NCT00257608,0,Arm 2 (Bevacizumab + Erlotinib),19.0,intervention,intervention,EXPERIMENTAL,1,0.857,confident_2arm,2,2,False
PMID 24131140 a_Summary_SoE.pdf,NCT00844649,0,Arm B (Gemcitabine Alone),42.0,control,control,ACTIVE_COMPARATOR,Gemcitabine,1.0,confident_2arm,2,2,False
PMID 24131140 a_Summary_SoE.pdf,NCT00844649,0,Arm A (ABI-007 plus Gemcitabine),42.0,intervention,intervention,EXPERIMENTAL,Albumin-bound paclitaxel (ABI-007)/Gemcitabine,0.5,confident_2arm,2,2,False
PMID 24145346 a_Summary_SoE.pdf,NCT00762034,0,Arm B (Paclitaxel + Carboplatin + Bevacizumab),26.0,control,control,ACTIVE_COMPARATOR,Pac/Carbo/Bev,0.75,confident_2arm,2,2,False
PMID 24145346 a_Summary_SoE.pdf,NCT00762034,0,Arm A (Pemetrexed + Carboplatin + Bevacizumab),26.0,intervention,intervention,EXPERIMENTAL,Pem/Carbo/Bev,0.75,confident_2arm,2,2,False
PMID 24297945 a_Summary_SoE.pdf,NCT00631371,0,Arm B (bevacizumab + interferon-alfa),53.0,control,control,ACTIVE_COMPARATOR,2,0.875,confident_2arm,2,2,False
PMID 24297945 a_Summary_SoE.pdf,NCT00631371,0,Arm A (bevacizumab + temsirolimus),53.0,intervention,intervention,EXPERIMENTAL,1,1.0,confident_2arm,2,2,False
PMID 24297950 a_Summary_SoE.pdf,NCT00474786,0,Arm B (Sorafenib),27.0,control,intervention,EXPERIMENTAL,1,1.0,confident_2arm,2,2,True
PMID 24297950 a_Summary_SoE.pdf,NCT00474786,0,Arm A (Temsirolimus),53.0,intervention,intervention,EXPERIMENTAL,2,0.75,confident_2arm,2,2,False
PMID 24297951 a_Summary_SoE.pdf,NCT01099449,0,Arm 2: Placebo before and after FOLFOX,15.0,control,control,PLACEBO_COMPARATOR,Arm II,0.455,confident,3,3,False
PMID 24297951 a_Summary_SoE.pdf,NCT01099449,0,Arm 1: CaMg before and after FOLFOX,15.0,intervention,intervention,EXPERIMENTAL,Arm I,0.0,uncertain,3,3,False
PMID 24297951 a_Summary_SoE.pdf,NCT01099449,1,Arm 3: CaMg before and placebo after FOLFOX,15.0,intervention,intervention,EXPERIMENTAL,Arm III,0.312,uncertain,3,3,False
PMID 24323035 a_Summary_SoE.pdf,NCT00676650,0,Arm B (Placebo plus Prednisone),15.0,control,control,PLACEBO_COMPARATOR,B,1.0,confident_2arm,2,2,False
PMID 24323035 a_Summary_SoE.pdf,NCT00676650,0,Arm A (Sunitinib plus Prednisone),15.0,intervention,intervention,EXPERIMENTAL,A,1.0,confident_2arm,2,2,False
PMID 24395863 a_Summary_SoE.pdf,NCT00262821,0,Regimen I (Weekly Cisplatin and Radiation Therapy),44.0,control,control,ACTIVE_COMPARATOR,Arm I (cisplatin),0.75,confident_2arm,2,2,False
PMID 24395863 a_Summary_SoE.pdf,NCT00262821,0,"Regimen II (Cisplatin, Tirapazamine (TPZ), and Radiation Therapy)",44.0,intervention,intervention,EXPERIMENTAL,"Arm II (cisplatin, tirapazamine)",0.667,confident_2arm,2,2,False
PMID 24401022 a_Summary_SoE.pdf,NCT01998880,0,Arm C (Clb: Chlorambucil alone),15.0,control,control,ACTIVE_COMPARATOR,Chlorambucil (Clb),0.6,confident,3,3,False
PMID 24401022 a_Summary_SoE.pdf,NCT01998880,0,Arm B (RClb: Rituximab + Chlorambucil),15.0,intervention,control,ACTIVE_COMPARATOR,rituximab + chlorambucil (RClb),0.75,confident,3,3,True
PMID 24401022 a_Summary_SoE.pdf,NCT01998880,1,Arm A (GClb: Obinutuzumab + Chlorambucil),17.0,intervention,intervention,EXPERIMENTAL,obinutuzumab + chlorambucil (GClb),0.75,confident,3,3,False
PMID 24439929 CT_Summary_SoE.pdf,NCT01121393,0,Arm B (Gemcitabine / Cisplatin),24.0,control,control,ACTIVE_COMPARATOR,Arm B Chemotherapy,0.857,confident_2arm,2,2,False
PMID 24439929 CT_Summary_SoE.pdf,NCT01121393,0,Arm A (BIBW 2992 / Afatinib),20.0,intervention,intervention,EXPERIMENTAL,Arm A BIBW 2992,0.5,confident_2arm,2,2,False
PMID 24450857 a_Summary_SoE.pdf,NCT01539512,0,Arm B (Placebo + Rituximab),14.0,control,control,PLACEBO_COMPARATOR,Placebo + rituximab,0.667,confident_2arm,2,2,False
PMID 24450857 a_Summary_SoE.pdf,NCT01539512,0,Arm A (Idelalisib + Rituximab),14.0,intervention,control,ACTIVE_COMPARATOR,Idelalisib + rituximab,1.0,confident_2arm,2,2,True
PMID 24552317 a_Summary_SoE.pdf,NCT00884741,0,Arm 1 (Conventional Chemoradiation + Placebo),64.0,control,control,ACTIVE_COMPARATOR,"Arm I (radiation therapy, temozolomide, placebo)",0.5,confident_2arm,2,2,False
PMID 24552317 a_Summary_SoE.pdf,NCT00884741,0,Arm 2 (Conventional Chemoradiation + Bevacizumab),64.0,intervention,intervention,EXPERIMENTAL,"Arm II (radiation therapy, temozolomide, bevacizumab)",0.5,confident_2arm,2,2,False
PMID 24552318 a_Summary_SoE.pdf,NCT00943826,0,Arm A (Placebo + Radiotherapy + Temozolomide),50.0,control,control,PLACEBO_COMPARATOR,Placebo + RT + Temozolomide,0.8,confident_2arm,2,2,False
PMID 24552318 a_Summary_SoE.pdf,NCT00943826,0,Arm B (Bevacizumab + Radiotherapy + Temozolomide),50.0,intervention,intervention,EXPERIMENTAL,Bevacizumab + RT + Temozolomide,0.75,confident_2arm,2,2,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,0,Regimen I (Cisplatin + Paclitaxel),71.0,control,control,ACTIVE_COMPARATOR,Arm I (paclitaxel and cisplatin),0.429,uncertain,4,4,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,0,Regimen II (Cisplatin + Paclitaxel + Bevacizumab),79.0,intervention,intervention,EXPERIMENTAL,"Arm II (paclitaxel, cisplatin, bevacizumab)",0.529,confident,4,4,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,1,Regimen III (Topotecan + Paclitaxel),93.0,intervention,intervention,EXPERIMENTAL,Arm III (topotecan hydrochloride and paclitaxel),0.4,uncertain,4,4,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,2,Regimen IV (Topotecan + Paclitaxel + Bevacizumab),93.0,intervention,intervention,EXPERIMENTAL,"Arm IV (topotecan hydrochloride, paclitaxel, bevacizumab)",0.5,confident,4,4,False
PMID 24590644 a_Summary_SoE.pdf,NCT00079001,0,Arm B (Placebo),14.0,control,control,ACTIVE_COMPARATOR,Placebo + androgen deprivation therapy,0.5,confident_2arm,2,2,False
PMID 24590644 a_Summary_SoE.pdf,NCT00079001,0,Arm A (Early Zoledronic Acid),14.0,intervention,intervention,EXPERIMENTAL,Zoledronic acid + androgen deprivation therapy,0.5,confident_2arm,2,2,False
PMID 24637997 a_Summary_SoE.pdf,NCT00976911,0,Arm 1 (Chemotherapy alone),53.0,control,control,ACTIVE_COMPARATOR,Chemotherapy,0.5,confident_2arm,2,2,False
PMID 24637997 a_Summary_SoE.pdf,NCT00976911,0,Arm 2 (Chemotherapy plus bevacizumab),53.0,intervention,intervention,EXPERIMENTAL,Chemotherapy + Bevacizumab,0.5,confident_2arm,2,2,False
PMID 24733799 a_Summary_SoE.pdf,NCT01156142,0,Doxepin then Placebo Crossover,11.0,intervention,control,PLACEBO_COMPARATOR,Arm II,0.5,confident_2arm,2,2,True
PMID 24733799 a_Summary_SoE.pdf,NCT01156142,1,Placebo then Doxepin Crossover,11.0,intervention,intervention,EXPERIMENTAL,Arm I,0.5,confident_2arm,2,2,False
PMID 24768112 a_Summary_SoE.pdf,NCT00984282,0,Placebo,7.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 24768112 a_Summary_SoE.pdf,NCT00984282,0,Sorafenib,7.0,intervention,intervention,EXPERIMENTAL,"Sorafenib (Nexavar, BAY43-9006)",0.75,confident_2arm,2,2,False
PMID 24868024 a_Summary_SoE.pdf,NCT00486954,0,Arm B (Paclitaxel alone),40.0,control,control,ACTIVE_COMPARATOR,Paclitaxel alone,1.0,confident_2arm,2,2,False
PMID 24868024 a_Summary_SoE.pdf,NCT00486954,0,Arm A (Lapatinib plus Paclitaxel),40.0,intervention,intervention,EXPERIMENTAL,Paclitaxel plus Lapatinib,1.0,confident_2arm,2,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,0,SOFT Arm A (Tamoxifen alone),5.0,control,control,ACTIVE_COMPARATOR,T+OFS,0.3,count_mismatch,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,1,TEXT Arm A (GnRH analogue + Tamoxifen),14.0,control,control,,,0.0,count_mismatch_leftover,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,0,SOFT Arm B & C (OFS + Tamoxifen/Exemestane),14.0,intervention,intervention,EXPERIMENTAL,E+OFS,0.244,count_mismatch,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,1,TEXT Arm A & B (GnRH analogue + Tamoxifen/Exemestane),14.0,intervention,intervention,,,0.0,count_mismatch_leftover,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,2,TEXT Arm A (GnRH analogue plus Tamoxifen),14.0,intervention,intervention,,,0.0,count_mismatch_leftover,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,3,TEXT Arm B (GnRH analogue plus Exemestane),14.0,intervention,intervention,,,0.0,count_mismatch_leftover,6,2,False
PMID 24881631 a_Summary_SoE.pdf,NCT01578707,0,Arm A (Ofatumumab IV),15.0,control,control,ACTIVE_COMPARATOR,Ofatumumab (Arm A),0.7,confident_2arm,2,2,False
PMID 24881631 a_Summary_SoE.pdf,NCT01578707,0,Arm B (Ibrutinib PO),14.0,intervention,intervention,EXPERIMENTAL,ibrutinib (Arm B),1.0,confident_2arm,2,2,False
PMID 24881730 a_Summary_SoE.pdf,NCT01212991,0,Arm B (Placebo),9.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 24881730 a_Summary_SoE.pdf,NCT01212991,0,Arm A (Enzalutamide / MDV3100),9.0,intervention,intervention,EXPERIMENTAL,Enzalutamide,0.75,confident_2arm,2,2,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,0,Arm A (Low Risk Group - Regular Treatment),5.0,control,control,ACTIVE_COMPARATOR,Group 1,0.0,uncertain,4,4,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,1,Arm B (Moderate Risk Group - Maintain Current Therapy),7.0,control,intervention,EXPERIMENTAL,Group 2,0.0,uncertain,4,4,True
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,2,Arm C1 (High Risk Group - Maintain Current Therapy),15.5,control,control,ACTIVE_COMPARATOR,"Group 3, Arm I",0.0,uncertain,4,4,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,0,Arm C2 (High Risk Group - Switch Therapy),8.0,intervention,intervention,EXPERIMENTAL,"Group 3, Arm II",0.0,uncertain,4,4,False
PMID 24898665 CT_Summary_SoE.pdf,NCT00268983,0,Arm A (Rituximab),17.0,control,control,ACTIVE_COMPARATOR,Rituximab,1.0,confident_2arm,2,2,False
PMID 24898665 CT_Summary_SoE.pdf,NCT00268983,0,Arm B (Iodine I 131 Tositumomab),19.0,intervention,intervention,EXPERIMENTAL,Tositumomab and Iodine I 131 Tositumomab,0.7,confident_2arm,2,2,False
PMID 24933332 a_Summary_SoE.pdf,NCT01168973,0,Arm B (Placebo + Docetaxel),18.0,control,control,PLACEBO_COMPARATOR,Placebo + Docetaxel,0.667,confident_2arm,2,2,False
PMID 24933332 a_Summary_SoE.pdf,NCT01168973,0,Arm A (Ramucirumab + Docetaxel),18.0,intervention,intervention,EXPERIMENTAL,Ramucirumab + Docetaxel,1.0,confident_2arm,2,2,False
PMID 24934787 a_Summary_SoE.pdf,NCT00041119,0,Arm 1: Cyclophosphamide and Doxorubicin (CA),7.0,control,control,ACTIVE_COMPARATOR,Arm I (CA for 4 courses),0.467,count_mismatch,3,4,False
PMID 24934787 a_Summary_SoE.pdf,NCT00041119,0,Arm 2: Paclitaxel (T),7.0,intervention,intervention,EXPERIMENTAL,Arm III (paclitaxel for 4 courses),0.073,count_mismatch,3,4,False
PMID 24934787 a_Summary_SoE.pdf,NCT00041119,1,Arm 2: Paclitaxel,7.0,intervention,intervention,EXPERIMENTAL,Arm IV (paclitaxel for 6 courses [closed 12/15/2007]),0.05,count_mismatch,3,4,False
PMID 24982457 a_Summary_SoE.pdf,NCT00107172,0,Arm 1: Sublobar Resection (SR),4.0,control,control,ACTIVE_COMPARATOR,Arm I,0.5,confident_2arm,2,2,False
PMID 24982457 a_Summary_SoE.pdf,NCT00107172,0,Arm 2: Sublobar Resection + Brachytherapy (SR + BX),5.0,intervention,intervention,EXPERIMENTAL,Arm II,0.5,confident_2arm,2,2,False
PMID 24982504 CT_Summary_SoE.pdf,NCT00406393,0,Arm B (Tacrolimus/Methotrexate),34.0,control,control,ACTIVE_COMPARATOR,Tacrolimus/Methotrexate,1.0,confident_2arm,2,2,False
PMID 24982504 CT_Summary_SoE.pdf,NCT00406393,0,Arm A (Sirolimus/Tacrolimus),34.0,intervention,intervention,EXPERIMENTAL,Tacrolimus/Sirolimus,0.7,confident_2arm,2,2,False
PMID 25014687 a_Summary_SoE.pdf,NCT00353496,0,Arm B (Placebo),18.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 25014687 a_Summary_SoE.pdf,NCT00353496,0,Arm A (Lanreotide Autogel 120 mg),18.0,intervention,intervention,EXPERIMENTAL,lanreotide (Autogel formulation),0.8,confident_2arm,2,2,False
PMID 25092781 a_Summary_SoE.pdf,NCT00372593,0,Arm A (Standard chemotherapy),46.0,control,control,ACTIVE_COMPARATOR,"Arm A: Standard Arm - No GMTZ, AML Pts w/out Down Syndrome",0.0,count_mismatch,2,3,False
PMID 25092781 a_Summary_SoE.pdf,NCT00372593,0,Arm B (Standard chemotherapy + GMTZ),47.0,intervention,control,ACTIVE_COMPARATOR,"Arm A: Standard Arm - No GMTZ, AML Patients with Down Syndrome",0.0,count_mismatch,2,3,True
PMID 25154829 a_Summary_SoE.pdf,NCT00075946,0,Arm A (Rituximab Retreatment),8.0,control,control,ACTIVE_COMPARATOR,Arm A: Rituximab Retreatment,1.0,confident_2arm,2,2,False
PMID 25154829 a_Summary_SoE.pdf,NCT00075946,0,Arm B (Rituximab Scheduled Dosing),8.0,intervention,intervention,EXPERIMENTAL,Arm B: Rituximab Scheduled,0.8,confident_2arm,2,2,False
PMID 25184863 a_Summary_SoE.pdf,NCT00689936,0,Arm C (MPT for 12 cycles),21.0,control,control,ACTIVE_COMPARATOR,"Melphalan, Prednisone, and Thalidomide (MPT) for 12 cycles",0.25,uncertain,3,3,False
PMID 25184863 a_Summary_SoE.pdf,NCT00689936,0,Arm A (Rd until PD),21.0,intervention,intervention,EXPERIMENTAL,Lenalidomide / Dexamethasone until disease progression,0.111,uncertain,3,3,False
PMID 25184863 a_Summary_SoE.pdf,NCT00689936,1,Arm B (Rd for 18 cycles),21.0,intervention,intervention,EXPERIMENTAL,Lenalidomide / Dexamethasone for 18 cycles,0.182,uncertain,3,3,False
PMID 25225436 a_Summary_SoE.pdf,NCT00866697,0,Arm B (Placebo),10.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 25225436 a_Summary_SoE.pdf,NCT00866697,0,Arm A (Pazopanib),10.0,intervention,intervention,EXPERIMENTAL,Pazopanib,1.0,confident_2arm,2,2,False
PMID 25265494 a_Summary_SoE.pdf,NCT01689519,0,Arm A (Vemurafenib + Placebo),20.0,control,control,ACTIVE_COMPARATOR,Placebo + Vemurafenib,1.0,confident_2arm,2,2,False
PMID 25265494 a_Summary_SoE.pdf,NCT01689519,0,Arm B (Vemurafenib + Cobimetinib),20.0,intervention,intervention,EXPERIMENTAL,Cobimetinib + Vemurafenib,1.0,confident_2arm,2,2,False
