filename,pmid,arm_name,pubmed_designation,evidence,abstract_states_roles,design_summary
PMID 33189178 a_Summary_SoE.pdf,33189178,Vd (Bortezomib + Dexamethasone),control,"Once-per-week selinexor, bortezomib, and dexamethasone versus twice-per-week bortezomib and dexamethasone",True,Selinexor added to bortezomib+dexamethasone (SVd) vs bortezomib+dexamethasone (Vd) in multiple myeloma
PMID 33189178 a_Summary_SoE.pdf,33189178,SVd (Selinexor + Bortezomib + Dexamethasone),intervention,"We aimed to evaluate the clinical benefit of weekly selinexor, bortezomib, and [dexamethasone]",True,Selinexor added to bortezomib+dexamethasone (SVd) vs bortezomib+dexamethasone (Vd) in multiple myeloma
PMID 33197226 a_Summary_SoE.pdf,33197226,Best Supportive Care (BSC) Only,unresolved,,True,Avelumab maintenance vs continued chemotherapy after induction in advanced gastric cancer
PMID 33197226 a_Summary_SoE.pdf,33197226,Chemotherapy Maintenance (Oxaliplatin + 5-FU),control,randomly assigned 1:1 to avelumab 10 mg/kg every 2 weeks or continued chemotherapy,True,Avelumab maintenance vs continued chemotherapy after induction in advanced gastric cancer
PMID 33197226 a_Summary_SoE.pdf,33197226,Avelumab Maintenance,intervention,We investigated avelumab (anti-programmed death ligand-1 [PD-L1]) maintenance after first-line induction chemotherapy,True,Avelumab maintenance vs continued chemotherapy after induction in advanced gastric cancer
PMID 33278935 a_Summary_SoE.pdf,33278935,Arm B (Placebo + Chemotherapy),control,pembrolizumab (200 mg) every 3 weeks plus chemotherapy ... or placebo plus chemotherapy,True,Pembrolizumab vs placebo added to chemotherapy in metastatic triple-negative breast cancer
PMID 33278935 a_Summary_SoE.pdf,33278935,Arm A (Pembrolizumab + Chemotherapy),intervention,whether the addition of pembrolizumab would enhance the antitumour activity of chemotherapy,True,Pembrolizumab vs placebo added to chemotherapy in metastatic triple-negative breast cancer
PMID 33480963 a_Summary_SoE.pdf,33480963,Arm B (Trastuzumab plus Chemotherapy),control,"To compare the clinical efficacy of margetuximab vs trastuzumab, each with chemotherapy",True,"Margetuximab vs trastuzumab, each with chemotherapy, in pretreated ERBB2-positive advanced breast cancer"
PMID 33480963 a_Summary_SoE.pdf,33480963,Arm A (Margetuximab plus Chemotherapy),intervention,The chimeric antibody margetuximab shares ERBB2 specificity with trastuzumab but incorporates an engineered Fc region,True,"Margetuximab vs trastuzumab, each with chemotherapy, in pretreated ERBB2-positive advanced breast cancer"
PMID 33539945 CT_Summary_SoE.pdf,33539945,Arm B (Placebo in combination with nab-paclitaxel and gemcitabine),control,randomized to once-daily oral ibrutinib (560 mg) or placebo plus nab-paclitaxel ... and gemcitabine,True,Ibrutinib vs placebo added to nab-paclitaxel+gemcitabine in metastatic pancreatic adenocarcinoma
PMID 33539945 CT_Summary_SoE.pdf,33539945,Arm A (Ibrutinib in combination with nab-paclitaxel and gemcitabine),intervention,The safety and efficacy of first-line ibrutinib plus nab-paclitaxel/gemcitabine treatment ... were evaluated,True,Ibrutinib vs placebo added to nab-paclitaxel+gemcitabine in metastatic pancreatic adenocarcinoma
PMID 33577729 a_Summary_SoE.pdf,33577729,"Arm B (Chemotherapy: Docetaxel, Paclitaxel, or Vinflunine)",control,"enfortumab vedotin ... or investigator-chosen chemotherapy (standard docetaxel, paclitaxel, or vinflunine)",True,Enfortumab vedotin vs investigator-chosen chemotherapy in previously treated advanced urothelial carcinoma
PMID 33577729 a_Summary_SoE.pdf,33577729,Arm A (Enfortumab Vedotin),intervention,Enfortumab vedotin significantly prolonged survival as compared with standard chemotherapy,True,Enfortumab vedotin vs investigator-chosen chemotherapy in previously treated advanced urothelial carcinoma
PMID 33651090 a_Summary_SoE.pdf,33651090,Arm A (HR/IR Control - Chemotherapy),control,substituting blinatumomab for intensive chemotherapy in consolidation therapy ... 2 cycles of multiagent chemotherapy,True,Blinatumomab vs chemotherapy consolidation in first relapse of B-ALL
PMID 33651090 a_Summary_SoE.pdf,33651090,Arm C (LR Control - Chemotherapy),control,substituting blinatumomab for intensive chemotherapy ... 2 cycles of multiagent chemotherapy,True,Blinatumomab vs chemotherapy consolidation in first relapse of B-ALL
PMID 33651090 a_Summary_SoE.pdf,33651090,Arm B (HR/IR Experimental - Blinatumomab),intervention,substituting blinatumomab for intensive chemotherapy in consolidation therapy would improve survival,True,Blinatumomab vs chemotherapy consolidation in first relapse of B-ALL
PMID 33651090 a_Summary_SoE.pdf,33651090,Arm D (LR Experimental - Blinatumomab),intervention,substituting blinatumomab for intensive chemotherapy ... 2 cycles of blinatumomab,True,Blinatumomab vs chemotherapy consolidation in first relapse of B-ALL
PMID 33657295 a_Summary_SoE.pdf,33657295,Arm C (Sunitinib),control,Nivolumab plus Cabozantinib versus Sunitinib for Advanced Renal-Cell Carcinoma,True,Nivolumab plus cabozantinib vs sunitinib in advanced renal-cell carcinoma
PMID 33657295 a_Summary_SoE.pdf,33657295,Arm B (Nivolumab + Ipilimumab + Cabozantinib),unresolved,,True,Nivolumab plus cabozantinib vs sunitinib in advanced renal-cell carcinoma
PMID 33657295 a_Summary_SoE.pdf,33657295,Arm A (Nivolumab + Cabozantinib),intervention,The efficacy and safety of nivolumab plus cabozantinib as compared with those of sunitinib,True,Nivolumab plus cabozantinib vs sunitinib in advanced renal-cell carcinoma
PMID 33667670 CT_Summary_SoE.pdf,33667670,Arm 2 (Investigator's Choice - Paclitaxel),control,study FORWARD I compared MIRV and investigator's choice chemotherapy,True,Mirvetuximab soravtansine vs investigator's choice chemotherapy in platinum-resistant ovarian cancer
PMID 33667670 CT_Summary_SoE.pdf,33667670,Arm 1 (Mirvetuximab Soravtansine),intervention,study FORWARD I compared MIRV and investigator's choice chemotherapy,True,Mirvetuximab soravtansine vs investigator's choice chemotherapy in platinum-resistant ovarian cancer
PMID 33676601 CT_Summary_SoE.pdf,33676601,TPC Arm (Capecitabine),control,"single-drug chemotherapy per investigator's choice of capecitabine, eribulin, gemcitabine, or vinorelbine",True,Pembrolizumab vs investigator-choice chemotherapy in metastatic triple-negative breast cancer
PMID 33676601 CT_Summary_SoE.pdf,33676601,TPC Arm (Gemcitabine or Eribulin),control,"single-drug chemotherapy per investigator's choice of capecitabine, eribulin, gemcitabine, or vinorelbine",True,Pembrolizumab vs investigator-choice chemotherapy in metastatic triple-negative breast cancer
PMID 33676601 CT_Summary_SoE.pdf,33676601,TPC Arm (Vinorelbine),control,"single-drug chemotherapy per investigator's choice of capecitabine, eribulin, gemcitabine, or vinorelbine",True,Pembrolizumab vs investigator-choice chemotherapy in metastatic triple-negative breast cancer
PMID 33676601 CT_Summary_SoE.pdf,33676601,Pembrolizumab Arm,intervention,we compared pembrolizumab with chemotherapy for second-line or third-line treatment,True,Pembrolizumab vs investigator-choice chemotherapy in metastatic triple-negative breast cancer
PMID 33739848 a_Summary_SoE.pdf,33739848,Group 1 (Radiation Therapy alone),control,assess the efficacy of RT alone vs concurrent RT plus T in preventing recurrence,True,Radiation alone vs radiation plus concurrent trastuzumab for HER2-positive DCIS
PMID 33739848 a_Summary_SoE.pdf,33739848,Group 2 (Radiation Therapy + Trastuzumab),intervention,Addition of T to RT did not achieve the objective of 36% reduction in IBTR rate,True,Radiation alone vs radiation plus concurrent trastuzumab for HER2-positive DCIS
PMID 33821899a_Summary_SoE.pdf,33821899,Arm A (12 cycles FOLFOX + Placebo),control,"addition of celecoxib for 3 years, compared with placebo, to standard adjuvant chemotherapy",True,Celecoxib vs placebo added to adjuvant FOLFOX in stage III colon cancer
PMID 33821899a_Summary_SoE.pdf,33821899,Arm A (12 cycles of FOLFOX + placebo daily),control,"addition of celecoxib for 3 years, compared with placebo, to standard adjuvant chemotherapy",True,Celecoxib vs placebo added to adjuvant FOLFOX in stage III colon cancer
PMID 33821899a_Summary_SoE.pdf,33821899,Arm C (6 cycles FOLFOX + Placebo),control,"addition of celecoxib for 3 years, compared with placebo, to standard adjuvant chemotherapy",True,Celecoxib vs placebo added to adjuvant FOLFOX in stage III colon cancer
PMID 33821899a_Summary_SoE.pdf,33821899,Arm D (6 cycles FOLFOX + Celecoxib),intervention,"addition of celecoxib to adjuvant chemotherapy with fluorouracil, leucovorin, and oxaliplatin (FOLFOX)",True,Celecoxib vs placebo added to adjuvant FOLFOX in stage III colon cancer
PMID 33821899a_Summary_SoE.pdf,33821899,Arm B (12 cycles FOLFOX + Celecoxib),intervention,"addition of celecoxib to adjuvant chemotherapy with fluorouracil, leucovorin, and oxaliplatin (FOLFOX)",True,Celecoxib vs placebo added to adjuvant FOLFOX in stage III colon cancer
PMID 34051178a_Summary_SoE.pdf,34051178,Chemotherapy Alone,control,pembrolizumab alone or combined with chemotherapy versus chemotherapy for patients with previously untreated advanced urothelial carcinoma,True,Pembrolizumab alone or with chemotherapy vs chemotherapy alone in advanced urothelial carcinoma
PMID 34051178a_Summary_SoE.pdf,34051178,Pembrolizumab Monotherapy,intervention,we assessed outcomes with first-line pembrolizumab alone or combined with chemotherapy versus chemotherapy,True,Pembrolizumab alone or with chemotherapy vs chemotherapy alone in advanced urothelial carcinoma
PMID 34051178a_Summary_SoE.pdf,34051178,Pembrolizumab plus Chemotherapy,intervention,pembrolizumab 200 mg every 3 weeks for a maximum of 35 cycles plus intravenous chemotherapy,True,Pembrolizumab alone or with chemotherapy vs chemotherapy alone in advanced urothelial carcinoma
PMID 34092112 a_Summary_SoE.pdf,34092112,Arm A (Observation),unresolved,,True,Platinum-based chemotherapy vs capecitabine in residual triple-negative breast cancer after neoadjuvant therapy
PMID 34092112 a_Summary_SoE.pdf,34092112,Arm B (Platinum-based chemotherapy),intervention,iDFS would not be inferior but improved in patients with basal subtype TNBC treated with adjuvant platinum compared with capecitabine,True,Platinum-based chemotherapy vs capecitabine in residual triple-negative breast cancer after neoadjuvant therapy
PMID 34092112 a_Summary_SoE.pdf,34092112,Arm C (Capecitabine),control,"high-risk for recurrence, which is reduced by adjuvant capecitabine",True,Platinum-based chemotherapy vs capecitabine in residual triple-negative breast cancer after neoadjuvant therapy
PMID 34102137 a_Summary_SoE.pdf,34102137,XELOX alone,control,nivolumab plus chemotherapy versus chemotherapy alone,True,First-line nivolumab plus chemotherapy vs chemotherapy alone for advanced gastric/GEJ/oesophageal adenocarcinoma
PMID 34102137 a_Summary_SoE.pdf,34102137,FOLFOX alone,control,nivolumab plus chemotherapy versus chemotherapy alone,True,First-line nivolumab plus chemotherapy vs chemotherapy alone for advanced gastric/GEJ/oesophageal adenocarcinoma
PMID 34102137 a_Summary_SoE.pdf,34102137,Nivolumab + XELOX,intervention,"nivolumab ... plus chemotherapy (capecitabine and oxaliplatin every 3 weeks or leucovorin, fluorouracil, and oxaliplatin)",True,First-line nivolumab plus chemotherapy vs chemotherapy alone for advanced gastric/GEJ/oesophageal adenocarcinoma
PMID 34102137 a_Summary_SoE.pdf,34102137,Nivolumab + FOLFOX,intervention,"nivolumab ... plus chemotherapy (capecitabine and oxaliplatin every 3 weeks or leucovorin, fluorouracil, and oxaliplatin)",True,First-line nivolumab plus chemotherapy vs chemotherapy alone for advanced gastric/GEJ/oesophageal adenocarcinoma
PMID 34102137 a_Summary_SoE.pdf,34102137,Nivolumab + FOLFOX,intervention,"nivolumab ... plus chemotherapy (capecitabine and oxaliplatin every 3 weeks or leucovorin, fluorouracil, and oxaliplatin)",True,First-line nivolumab plus chemotherapy vs chemotherapy alone for advanced gastric/GEJ/oesophageal adenocarcinoma
PMID 34110925 a_Summary_SoE.pdf,34110925,Arm A (Standard-dose CSRT 23.40 Gy + Standard Volume Boost),control,Efforts to mitigate these effects include deintensification of craniospinal irradiation (CSI) dose and volume,True,Standard-dose/volume vs reduced-dose/volume craniospinal radiotherapy in average-risk medulloblastoma
PMID 34110925 a_Summary_SoE.pdf,34110925,Arm B (Reduced-dose CSRT 18.00 Gy + Limited Target Volume Boost),intervention,Reducing CSI dose in young children with average-risk MB results in inferior outcomes,True,Standard-dose/volume vs reduced-dose/volume craniospinal radiotherapy in average-risk medulloblastoma
PMID 34133211 a_Summary_SoE.pdf,34133211,Arm 2 (SC Arm: Surgery + Chemotherapy),control,D2 surgery followed by adjuvant S-1 ... SC group ... versus standard treatment,True,Neoadjuvant DOS plus surgery and adjuvant S-1 vs surgery and adjuvant S-1 in resectable gastric cancer
PMID 34133211 a_Summary_SoE.pdf,34133211,Arm 1 (CSC Arm: Chemotherapy + Surgery + Chemotherapy),intervention,"whether neoadjuvant docetaxel, oxaliplatin, and S-1 (DOS) followed by surgery and adjuvant S-1 could improve outcomes versus standard treatment",True,Neoadjuvant DOS plus surgery and adjuvant S-1 vs surgery and adjuvant S-1 in resectable gastric cancer
PMID 34134469 CT_Summary_SoE.pdf,34134469,Arm B (Observation),control,randomized to extended maintenance with subcutaneous rituximab (n=138) or observation only (n=138),True,Prolonged subcutaneous rituximab maintenance vs observation in relapsed/refractory indolent NHL
PMID 34134469 CT_Summary_SoE.pdf,34134469,Arm A (Prolonged SC Rituximab Maintenance),intervention,whether further prolonged maintenance with rituximab provides additional benefit,True,Prolonged subcutaneous rituximab maintenance vs observation in relapsed/refractory indolent NHL
PMID 34143970 CT_Summary_SoE.pdf,34143970,Arm C (PLD alone),control,objective to show whether avelumab alone or avelumab plus PLD is superior to PLD,True,Avelumab alone or with PLD vs PLD alone in platinum-resistant/refractory ovarian cancer
PMID 34143970 CT_Summary_SoE.pdf,34143970,Arm A (avelumab alone),intervention,objective to show whether avelumab alone or avelumab plus PLD is superior to PLD,True,Avelumab alone or with PLD vs PLD alone in platinum-resistant/refractory ovarian cancer
PMID 34143970 CT_Summary_SoE.pdf,34143970,Arm B (avelumab plus PLD),intervention,objective to show whether avelumab alone or avelumab plus PLD is superior to PLD,True,Avelumab alone or with PLD vs PLD alone in platinum-resistant/refractory ovarian cancer
PMID 34170389 CT_Summary_SoE.pdf,34170389,"Arm B (Conventional Dose PEG-asparaginase, Standard/High-Risk)",unresolved,,False,Pharmacodynamic comparison of two pegaspargase doses (2500 vs 3500 IU/m2) in childhood ALL
PMID 34170389 CT_Summary_SoE.pdf,34170389,"Arm A (Higher Dose PEG-asparaginase, Standard/High-Risk)",unresolved,,False,Pharmacodynamic comparison of two pegaspargase doses (2500 vs 3500 IU/m2) in childhood ALL
PMID 34170389 CT_Summary_SoE.pdf,34170389,Low-Risk (LR),unresolved,,False,Pharmacodynamic comparison of two pegaspargase doses (2500 vs 3500 IU/m2) in childhood ALL
PMID 34219000 a_Summary_SoE.pdf,34219000,Arm B (Placebo + Paclitaxel),control,"randomised 2:1 to atezolizumab 840 mg or placebo (days 1, 15), both with paclitaxel",True,First-line paclitaxel with or without atezolizumab in advanced triple-negative breast cancer
PMID 34219000 a_Summary_SoE.pdf,34219000,Arm A (Atezolizumab + Paclitaxel),intervention,adding atezolizumab to paclitaxel did not improve investigator-assessed PFS,True,First-line paclitaxel with or without atezolizumab in advanced triple-negative breast cancer
PMID 34320285 a_Summary_SoE.pdf,34320285,Arm B (Anastrozole 5 years),unresolved,,False,Duration of adjuvant anastrozole (2 vs 5 years) in postmenopausal breast cancer (abstract body not provided)
PMID 34320285 a_Summary_SoE.pdf,34320285,Arm A (Anastrozole 2 years),unresolved,,False,Duration of adjuvant anastrozole (2 vs 5 years) in postmenopausal breast cancer (abstract body not provided)
PMID 34363762 CT_Summary_SoE.pdf,34363762,Arm A (Chemotherapy alone followed by observation),control,chemotherapy followed by observation (control group),True,Chemotherapy with or without avelumab followed by avelumab maintenance vs chemotherapy alone in untreated ovarian cancer
PMID 34363762 CT_Summary_SoE.pdf,34363762,Arm B (Chemotherapy alone followed by avelumab maintenance),intervention,chemotherapy (six cycles ...) followed by avelumab maintenance ... avelumab maintenance group,True,Chemotherapy with or without avelumab followed by avelumab maintenance vs chemotherapy alone in untreated ovarian cancer
PMID 34363762 CT_Summary_SoE.pdf,34363762,Arm C (Avelumab in combination with chemotherapy followed by avelumab maintenance),intervention,chemotherapy plus avelumab ... followed by avelumab maintenance (avelumab combination group),True,Chemotherapy with or without avelumab followed by avelumab maintenance vs chemotherapy alone in untreated ovarian cancer
PMID 34383006 a_Summary_SoE.pdf,34383006,Arm B (Conventional radiation),control,traditionally relegated to receiving only conventionally fractionated radiotherapy (CFRT),True,Accelerated hypofractionated image-guided radiotherapy vs conventional radiotherapy in stage II/III NSCLC
PMID 34383006 a_Summary_SoE.pdf,34383006,Arm A (Accelerated hypofractionated IGRT),intervention,whether hypofractionated image-guided radiotherapy (IGRT) would improve overall survival,True,Accelerated hypofractionated image-guided radiotherapy vs conventional radiotherapy in stage II/III NSCLC
PMID 34652968 a_Summary_SoE.pdf,34652968,Regimen A (VDC1200/IE),control,randomly assigned to receive standard five-drug interval compressed chemotherapy (regimen A),True,Standard five-drug chemotherapy vs addition of vincristine-topotecan-cyclophosphamide in nonmetastatic Ewing sarcoma
PMID 34652968 a_Summary_SoE.pdf,34652968,Regimen B (VTC250/IE/VDC1200),intervention,experimental therapy with five cycles of VTC within the 17 cycles (regimen B),True,Standard five-drug chemotherapy vs addition of vincristine-topotecan-cyclophosphamide in nonmetastatic Ewing sarcoma
PMID 34855460 a_Summary_SoE.pdf,34855460,Arm C (Control - BM/Tac/Mtx),control,tacrolimus and methotrexate after BM graft (control),True,CD34-selected PBSC or post-transplant cyclophosphamide vs tacrolimus/methotrexate for GVHD prophylaxis
PMID 34855460 a_Summary_SoE.pdf,34855460,Arm A (CD34 Selected PBSC),intervention,"CNI-free approaches using donor T-cell depletion, either by ex vivo CD34 selection",True,CD34-selected PBSC or post-transplant cyclophosphamide vs tacrolimus/methotrexate for GVHD prophylaxis
PMID 34855460 a_Summary_SoE.pdf,34855460,Arm B (BM/PTCy),intervention,"in vivo post-transplant cyclophosphamide (PTCy) as a single agent, are associated with lower rates of chronic GVHD",True,CD34-selected PBSC or post-transplant cyclophosphamide vs tacrolimus/methotrexate for GVHD prophylaxis
PMID 34882169 a_Summary_SoE.pdf,34882169,Placebo,control,randomized to receive armodafinil daily (150 mg or 250 mg) or placebo over 8 weeks,True,Armodafinil (150 mg or 250 mg) vs placebo for cancer-related fatigue in high-grade glioma
PMID 34882169 a_Summary_SoE.pdf,34882169,Armodafinil 150mg,intervention,To determine whether armodafinil reduces fatigue in patients with HGG,True,Armodafinil (150 mg or 250 mg) vs placebo for cancer-related fatigue in high-grade glioma
PMID 34882169 a_Summary_SoE.pdf,34882169,Armodafinil 250mg,intervention,To determine whether armodafinil reduces fatigue in patients with HGG,True,Armodafinil (150 mg or 250 mg) vs placebo for cancer-related fatigue in high-grade glioma
PMID 34890060 CT_Summary_SoE.pdf,34890060,Arm D (Usual Care),control,4 sites provided usual care (50 patients),True,Previsit and/or within-visit decision aids vs usual care for localized prostate cancer
PMID 34890060 CT_Summary_SoE.pdf,34890060,Arm A (Pre- and During-consultation Decision Aids),intervention,test the effectiveness of within-visit and previsit DAs for localized prostate cancer,True,Previsit and/or within-visit decision aids vs usual care for localized prostate cancer
PMID 34890060 CT_Summary_SoE.pdf,34890060,Arm B (Pre-consultation Decision Aid only),intervention,test the effectiveness of within-visit and previsit DAs for localized prostate cancer,True,Previsit and/or within-visit decision aids vs usual care for localized prostate cancer
PMID 34890060 CT_Summary_SoE.pdf,34890060,Arm C (During-consultation Decision Aid only),intervention,test the effectiveness of within-visit and previsit DAs for localized prostate cancer,True,Previsit and/or within-visit decision aids vs usual care for localized prostate cancer
PMID 34914339 a_Summary_SoE.pdf,34914339,Arm 2 (Endocrine Therapy alone),control,randomly assigned women ... to endocrine therapy only or to chemotherapy plus endocrine (chemoendocrine) therapy,True,Endocrine therapy alone vs chemoendocrine therapy in node-positive breast cancer with recurrence score <=25
PMID 34914339 a_Summary_SoE.pdf,34914339,Arm 1 (Chemotherapy plus Endocrine Therapy),intervention,to determine the effect of chemotherapy on invasive disease-free survival,True,Endocrine therapy alone vs chemoendocrine therapy in node-positive breast cancer with recurrence score <=25
PMID 34997889 CT_Summary_SoE.pdf,34997889,"Carboplatin Arm (Carboplatin, Etoposide, Vincristine)",unresolved,,False,CarbEV vs CycEV chemotherapy for high-risk choroid plexus tumors (no established standard)
PMID 34997889 CT_Summary_SoE.pdf,34997889,"Cyclophosphamide Arm (Cyclophosphamide, Etoposide, Vincristine)",unresolved,,False,CarbEV vs CycEV chemotherapy for high-risk choroid plexus tumors (no established standard)
PMID 35007153 a_Summary_SoE.pdf,35007153,"Regimen II (Ifosfamide, Mesna, and Paclitaxel)",control,PC was not inferior to the active regimen PI and should be standard treatment for UCS,True,Paclitaxel/carboplatin tested for noninferiority vs active comparator paclitaxel/ifosfamide in carcinosarcoma
PMID 35007153 a_Summary_SoE.pdf,35007153,Regimen I (Paclitaxel plus Carboplatin),intervention,tested the null hypothesis that paclitaxel and carboplatin (PC) is inferior to paclitaxel and ifosfamide (PI),True,Paclitaxel/carboplatin tested for noninferiority vs active comparator paclitaxel/ifosfamide in carcinosarcoma
PMID 35030011 a_Summary_SoE.pdf,35030011,Arm 2 (Placebo + Dabrafenib + Trametinib),control,versus placebo plus dabrafenib and trametinib (placebo-DabTram),True,Spartalizumab plus dabrafenib/trametinib vs placebo plus dabrafenib/trametinib in BRAF V600 melanoma
PMID 35030011 a_Summary_SoE.pdf,35030011,Arm 1 (PDR001 + Dabrafenib + Trametinib),intervention,"evaluating spartalizumab, an anti-programmed death receptor 1 antibody, in combination with dabrafenib and trametinib",True,Spartalizumab plus dabrafenib/trametinib vs placebo plus dabrafenib/trametinib in BRAF V600 melanoma
PMID 35038433 CT_Summary_SoE.pdf,35038433,Arm 2 (Chemoradiation + Surgery),control,"chemoradiotherapy followed by surgery, with or without intravenous trastuzumab",True,Trastuzumab added to trimodality chemoradiotherapy plus surgery vs chemoradiotherapy plus surgery in HER2-positive oesophageal adenocarcinoma
PMID 35038433 CT_Summary_SoE.pdf,35038433,Arm 1 (Trastuzumab + Chemoradiation + Surgery + Maintenance Trastuzumab),intervention,whether trastuzumab improves disease-free survival when combined with trimodality treatment,True,Trastuzumab added to trimodality chemoradiotherapy plus surgery vs chemoradiotherapy plus surgery in HER2-positive oesophageal adenocarcinoma
PMID 35213496 CT_Summary_SoE.pdf,35213496,Group MB (Moderate Neuromuscular block),control,randomized 1:1 ratio to the deep or moderate NMB groups,True,Deep vs moderate neuromuscular block during laparoscopic gastrectomy in obese gastric cancer patients
PMID 35213496 CT_Summary_SoE.pdf,35213496,Group DB (Deep Neuromuscular block),intervention,whether deep NMB improves the oncologic quality of laparoscopic cancer surgery in obese patients,True,Deep vs moderate neuromuscular block during laparoscopic gastrectomy in obese gastric cancer patients
PMID 35290101 a_Summary_SoE.pdf,35290101,Arm I (Standard platinum-based chemotherapy),control,Platinum-based chemotherapy is the standard of care for platinum-sensitive ovarian cancer,True,Olaparib or olaparib/cediranib vs standard platinum-based chemotherapy in recurrent platinum-sensitive ovarian cancer
PMID 35290101 a_Summary_SoE.pdf,35290101,Arm II (Single-agent olaparib),intervention,"assessed the activity of two all-oral nonplatinum alternatives, olaparib or olaparib/cediranib, versus platinum-based chemotherapy",True,Olaparib or olaparib/cediranib vs standard platinum-based chemotherapy in recurrent platinum-sensitive ovarian cancer
PMID 35290101 a_Summary_SoE.pdf,35290101,Arm III (Combination of olaparib and cediranib),intervention,"assessed the activity of two all-oral nonplatinum alternatives, olaparib or olaparib/cediranib, versus platinum-based chemotherapy",True,Olaparib or olaparib/cediranib vs standard platinum-based chemotherapy in recurrent platinum-sensitive ovarian cancer
PMID 35403841 a_Summary_SoE.pdf,35403841,Arm B (Platinum-Doublet Chemotherapy),control,"nivolumab plus platinum-based chemotherapy or platinum-based chemotherapy alone, followed by resection",True,Neoadjuvant nivolumab plus platinum-doublet chemotherapy vs chemotherapy alone in resectable NSCLC
PMID 35403841 a_Summary_SoE.pdf,35403841,Arm A (Nivolumab plus Ipilimumab),unresolved,,True,Neoadjuvant nivolumab plus platinum-doublet chemotherapy vs chemotherapy alone in resectable NSCLC
PMID 35403841 a_Summary_SoE.pdf,35403841,Arm C (Nivolumab plus Platinum-Doublet Chemotherapy),intervention,neoadjuvant nivolumab plus chemotherapy resulted in significantly longer event-free survival,True,Neoadjuvant nivolumab plus platinum-doublet chemotherapy vs chemotherapy alone in resectable NSCLC
PMID 35569466 CT_Summary_SoE.pdf,35569466,Arm 1 (Prostate Bed Radiotherapy alone),control,whether incremental gains ... can be achieved by adding either 4-6 months of short-term androgen deprivation therapy (ADT) to PBRT,True,"Salvage prostate bed radiotherapy alone vs adding short-term ADT, vs adding ADT plus pelvic lymph node radiotherapy"
PMID 35569466 CT_Summary_SoE.pdf,35569466,Arm 2 (Prostate Bed Radiotherapy + NC-STAD),intervention,PBRT plus short-term ADT (group 2),True,"Salvage prostate bed radiotherapy alone vs adding short-term ADT, vs adding ADT plus pelvic lymph node radiotherapy"
PMID 35569466 CT_Summary_SoE.pdf,35569466,Arm 3 (Pelvic Lymph Node Radiotherapy + PBRT + NC-STAD),intervention,PLNRT ... plus PBRT plus short-term ADT (group 3),True,"Salvage prostate bed radiotherapy alone vs adding short-term ADT, vs adding ADT plus pelvic lymph node radiotherapy"
PMID 35660812 a_Summary_SoE.pdf,35660812,Arm A (Conventional Dose RVD),control,"Triplet Therapy, Transplantation, and Maintenance until Progression in Myeloma",False,RVD with vs without HDT/autologous transplant in myeloma
PMID 35660812 a_Summary_SoE.pdf,35660812,Arm B (RVD plus HDT/PBSCT),intervention,"Triplet Therapy, Transplantation, and Maintenance until Progression in Myeloma",False,RVD with vs without HDT/autologous transplant in myeloma
PMID 35660812 a_Summary_SoE.pdf,35660812,Arm B (RVD + PBSCT),intervention,"Triplet Therapy, Transplantation, and Maintenance until Progression in Myeloma",False,RVD with vs without HDT/autologous transplant in myeloma
PMID 35728048 a_Summary_SoE.pdf,35728048,Arm B (Azacitidine alone),control,phase 3 trial of pevonedistat+azacitidine (n = 227) vs azacitidine monotherapy (n = 227),True,Pevonedistat plus azacitidine vs azacitidine alone in higher-risk MDS/CMML/AML
PMID 35728048 a_Summary_SoE.pdf,35728048,Arm A (Pevonedistat + Azacitidine),intervention,phase 3 trial of pevonedistat+azacitidine (n = 227) vs azacitidine monotherapy (n = 227),True,Pevonedistat plus azacitidine vs azacitidine alone in higher-risk MDS/CMML/AML
PMID 35759733a_Summary_SoE.pdf,35759733,Regimen III (No treatment / Surveillance),control,"compare taxane maintenance chemotherapy, paclitaxel (P) and paclitaxel poliglumex (PP), with surveillance (S)",True,Maintenance taxanes (paclitaxel or paclitaxel poliglumex) vs surveillance in ovarian cancer
PMID 35759733a_Summary_SoE.pdf,35759733,Regimen I (CT-2103),intervention,"compare taxane maintenance chemotherapy, paclitaxel (P) and paclitaxel poliglumex (PP), with surveillance (S)",True,Maintenance taxanes (paclitaxel or paclitaxel poliglumex) vs surveillance in ovarian cancer
PMID 35759733a_Summary_SoE.pdf,35759733,Regimen II (Paclitaxel),intervention,"compare taxane maintenance chemotherapy, paclitaxel (P) and paclitaxel poliglumex (PP), with surveillance (S)",True,Maintenance taxanes (paclitaxel or paclitaxel poliglumex) vs surveillance in ovarian cancer
PMID 35810754 CT_Summary_SoE.pdf,35810754,Arm B (Bendamustine + Rituximab),control,We compared zanubrutinib with bendamustine-rituximab to determine its effectiveness as frontline therapy,True,Zanubrutinib vs bendamustine-rituximab in untreated CLL/SLL (SEQUOIA)
PMID 35810754 CT_Summary_SoE.pdf,35810754,Arm A/C (Zanubrutinib),intervention,"Zanubrutinib is a next-generation, selective Bruton tyrosine kinase inhibitor",True,Zanubrutinib vs bendamustine-rituximab in untreated CLL/SLL (SEQUOIA)
PMID 35810754 CT_Summary_SoE.pdf,35810754,Arm D (Venetoclax + Zanubrutinib),unresolved,,True,Zanubrutinib vs bendamustine-rituximab in untreated CLL/SLL (SEQUOIA)
